M,19F,32CPHC941,둘레가작은편이라남성분들에겐많이작습니다
M,19F,32CPHF941,20대 여성
M,19F,32CPHF941,디자인
M,19F,32CPHF941,사이즈가 나오는데 거의 57사이즈면 해결 가능. 
M,19F,32CPH1941,"20~30대여성, 한 사이즈만 나와서 두상이 작은분들은 불편해 하십니다."
M,19F,32CPH1941,유니크하고 시크해서 많이 찾습니다.
M,19F,32CPH1941,여자가 쓰기에는 너무 큽니다.
M,19F,32CPHE941,2-40대 여성고객층
M,19F,32CPHE941,차양을 목적으로한 여행용모자/무난한 스타일의 챙이 넓은 햇
M,19F,32CPHE941,깊이감과 넓고 굽이진 챙으로 여성분들이 뒤로 넘겨썼을때 예쁨. 남성 고객들은 부담스러워 하는 핏
M,19F,32CPHF941,"40,50대여성분들"
M,19F,32CPHF941,차양이목적이지만디자인이예쁜걸찾으시는분들에게인기있습니다.
M,19F,32CPHF941,완벽한차양을할수있는 돔형태의햇
M,19F,32CPH3941,20~40대 까지 
M,19F,32CPH3941,디자인 특이해서 고객님들이 많이 찾습니다.
M,19F,32CPH3941,깊이 감이 있어서 예쁩니다.
M,19F,32CPHG941,"20,30,40대여성,남성분들"
M,19F,32CPHG941,세련된디자인
M,19F,32CPHG941,사이즈가너무커서 여성분들에게판매가이루어지기힘듭니다.
M,19F,32CPHD941,20대 여성
M,19F,32CPHD941,무난한 디자인으로 어떤 룩에 코디해도 예쁘고 가격대도 저렴하다
M,19F,32CPHD941,두상이 작거나 얼굴형이 동그란 여성 고객에게도 잘어울리는 핏이라고 생각한다.
M,19F,32CPHO941,"20대 남성,여성 둘다"
M,19F,32CPHO941,디자인
M,19F,32CPHO941,남여 모두에게 반응이 좋은 디자인. 사이즈가 나와 좋음
M,19F,32CPH1941,20대 여성고객 두상이 작으신분들이 많이 찾으심
M,19F,32CPH1941,디자인이 타사와는 다른 차별화 
M,19F,32CPH1941,남성이 쓰기에는 너무 작음 
M,19F,32CPHU941,미입고
M,19F,32CPHU941,미입고
M,19F,32CPHU941,미입고
M,19F,32CPHV941,미입고
M,19F,32CPHV941,미입고
M,19F,32CPHV941,미입고
M,19F,32CPH8941,20~30대
M,19F,32CPH8941,소재가 특이해서 많이 찾습니다.
M,19F,32CPH8941,여자가 쓰기엔 너무 깊습니다.
M,19F,32CPH9941,미입고
M,19F,32CPH9941,미입고
M,19F,32CPH9941,미입고
M,19F,32CPHD941,20-30대여자분
M,19F,32CPHD941,디자인이 귀엽고 여성스러움
M,19F,32CPHD941,여자분들이 쓰기에 귀여움
M,19F,32CPHC941,20-40
M,19F,32CPHC941,30.40대는 차양목적으로 많이 찾으시는데 예쁘고 깔끔해서 반응이 좋음
M,19F,32CPH7941,10대 연령층이 많이 찾으심 
M,19F,32CPH7941,디자인은 요즘 스타일에 따라 띠형식이 세련됨을 표현함
M,19F,32CPH7941,"남자가 쓰기에는 너무 작음 , 거의 여성고객들이 많이 쓰심"
M,19F,32CPH1941,3040대 두상 작으신편임.
